beginrecord,icode,title,citation,contact,dwca,email,eml,emlrights,gbifdatasetid,gbifpublisherid,iptlicense,migrator,networks,orgcountry,orgname,orgstateprovince,pubdate,source_url,url,id,associatedmedia,associatedoccurrences,associatedorganisms,associatedreferences,associatedsequences,associatedtaxa,bed,behavior,catalognumber,continent,coordinateprecision,coordinateuncertaintyinmeters,country,countrycode,county,dateidentified,day,decimallatitude,decimallongitude,disposition,earliestageorloweststage,earliesteonorlowesteonothem,earliestepochorlowestseries,earliesteraorlowesterathem,earliestperiodorlowestsystem,enddayofyear,establishmentmeans,eventdate,eventid,eventremarks,eventtime,fieldnotes,fieldnumber,footprintspatialfit,footprintsrs,footprintwkt,formation,geodeticdatum,geologicalcontextid,georeferencedby,georeferenceddate,georeferenceprotocol,georeferenceremarks,georeferencesources,georeferenceverificationstatus,group,habitat,highergeography,highergeographyid,highestbiostratigraphiczone,identificationid,identificationqualifier,identificationreferences,identificationremarks,identificationverificationstatus,identifiedby,individualcount,island,islandgroup,latestageorhigheststage,latesteonorhighesteonothem,latestepochorhighestseries,latesteraorhighesterathem,latestperiodorhighestsystem,lifestage,lithostratigraphicterms,locality,locationaccordingto,locationid,locationremarks,lowestbiostratigraphiczone,materialsampleid,maximumdepthinmeters,maximumdistanceabovesurfaceinmeters,maximumelevationinmeters,member,minimumdepthinmeters,minimumdistanceabovesurfaceinmeters,minimumelevationinmeters,month,municipality,occurrenceid,occurrenceremarks,occurrencestatus,organismid,organismname,organismremarks,organismscope,othercatalognumbers,pointradiusspatialfit,preparations,previousidentifications,recordedby,recordnumber,reproductivecondition,samplingeffort,samplingprotocol,sex,startdayofyear,stateprovince,typestatus,verbatimcoordinates,verbatimcoordinatesystem,verbatimdepth,verbatimelevation,verbatimeventdate,verbatimlatitude,verbatimlocality,verbatimlongitude,verbatimsrs,waterbody,year,type,modified,language,license,rightsholder,accessrights,bibliographiccitation,dc_references,institutionid,collectionid,datasetid,institutioncode,collectioncode,datasetname,ownerinstitutioncode,basisofrecord,informationwithheld,datageneralizations,dynamicproperties,taxonid,scientificnameid,acceptednameusageid,parentnameusageid,originalnameusageid,nameaccordingtoid,namepublishedinid,taxonconceptid,scientificname,acceptednameusage,parentnameusage,originalnameusage,nameaccordingto,namepublishedin,namepublishedinyear,higherclassification,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,taxonrank,verbatimtaxonrank,scientificnameauthorship,vernacularname,nomenclaturalcode,taxonomicstatus,nomenclaturalstatus,taxonremarks
begin,UCMP,UCMP Vertebrate Collection,University of California Museum of Paleontology,Patricia Holroyd,http://ipt.vertnet.org:8080/ipt/archive.do?r=ucmp_vertpaleo,pholroyd@berkeley.edu,http://ipt.vertnet.org:8080/ipt/eml.do?r=ucmp_vertpaleo,"UCMP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of the UCMP director or designate. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the UCMP notified. The University of California Museum of Paleontology and its staff are not responsible for damages, injury or loss due to the use of these data.",58d0f326-2e85-4d0a-a744-571461220f00,c762645a-4638-40f5-b129-5024f8d66b51,,2014-04-14,"MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo",United States,University of California Museum of Paleontology,California,Tue Apr 29 00:00:00 UTC 2014,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,urn:catalog:UCMP:V:120328,,,,,,,,,120328,North America,,,United States,US,Garfield,,,,,,,,Late Cretaceous,Mesozoic,Cretaceous,,native,1973,,,,,,,,,,,,,,,,,verified by curator,,,North America;United States;Montana;Garfield County;;;;,,,,cf.,,,,"Greenwald,M.T.",4,,,,,Late Cretaceous,Mesozoic,Cretaceous,,,Flat Creek 3,,urn:location:UCMP:V:V73085,,,,,,,,,,,,,,,present,,,,,,,VERTEBRAE FRAGS,,U.C.PARTY,,,,,,,Montana,,,,,,,,North America; United States; Montana; Garfield County; ; ; Flat Creek 3,,,,1973,PhysicalObject,2014-04-28,en,,,,,,,,,UCMP,V,,,FossilSpecimen,,,,,,,,,,,,Scapherpeton tectum,,,,,,,;Amphibia;;Urodela;;;Scapherpetontidae;Scapherpeton;,Animalia,,Amphibia,Urodela,Scapherpetontidae,Scapherpeton,,tectum,,species,,,,ICZN,,,
begin,UCMP,UCMP Vertebrate Collection,University of California Museum of Paleontology,Patricia Holroyd,http://ipt.vertnet.org:8080/ipt/archive.do?r=ucmp_vertpaleo,pholroyd@berkeley.edu,http://ipt.vertnet.org:8080/ipt/eml.do?r=ucmp_vertpaleo,"UCMP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of the UCMP director or designate. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the UCMP notified. The University of California Museum of Paleontology and its staff are not responsible for damages, injury or loss due to the use of these data.",58d0f326-2e85-4d0a-a744-571461220f00,c762645a-4638-40f5-b129-5024f8d66b51,,2014-04-14,"MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo",United States,University of California Museum of Paleontology,California,Tue Apr 29 00:00:00 UTC 2014,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,urn:catalog:UCMP:V:123310,,,,,,,,,123310,North America,,,United States,US,Garfield,,,,,,,,Late Cretaceous,Mesozoic,Cretaceous,,native,1975,,,,,,,,,,,,,,,,,verified by curator,,,North America;United States;Montana;Garfield County;;;;,,,,,,,,,1,,,,,Late Cretaceous,Mesozoic,Cretaceous,,,Flat Creek 5,,urn:location:UCMP:V:V73087,,,,,,,,,,,,,,,present,,,,,,,MAXILLA,,U.C.PARTY,,,,,,,Montana,,,,,,,,North America; United States; Montana; Garfield County; ; ; Flat Creek 5,,,,1975,PhysicalObject,2014-04-28,en,,,,,,,,,UCMP,V,,,FossilSpecimen,,,,,,,,,,,,Scotiophryne,,,,,,,;Amphibia;;Anura;;;Discoglossidae;Scotiophryne;,Animalia,,Amphibia,Anura,Discoglossidae,Scotiophryne,,,,genus,,,,ICZN,,,
begin,UCMP,UCMP Vertebrate Collection,University of California Museum of Paleontology,Patricia Holroyd,http://ipt.vertnet.org:8080/ipt/archive.do?r=ucmp_vertpaleo,pholroyd@berkeley.edu,http://ipt.vertnet.org:8080/ipt/eml.do?r=ucmp_vertpaleo,"UCMP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of the UCMP director or designate. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the UCMP notified. The University of California Museum of Paleontology and its staff are not responsible for damages, injury or loss due to the use of these data.",58d0f326-2e85-4d0a-a744-571461220f00,c762645a-4638-40f5-b129-5024f8d66b51,,2014-04-14,"MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo",United States,University of California Museum of Paleontology,California,Tue Apr 29 00:00:00 UTC 2014,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,urn:catalog:UCMP:V:123311,,,,,,,,,123311,North America,,,United States,US,Garfield,,,,,,,,Late Cretaceous,Mesozoic,Cretaceous,,native,1973,,,,,,,,,,,,,,,,,verified by curator,,,North America;United States;Montana;Garfield County;;;;,,,,,,,,"DeMar, D",1,,,,,Late Cretaceous,Mesozoic,Cretaceous,,,Flat Creek 5,,urn:location:UCMP:V:V73087,,,,,,,,,,,,,,,present,,,,,,,caudal vertebra,,U.C.PARTY,,,,,,,Montana,,,,,,,,North America; United States; Montana; Garfield County; ; ; Flat Creek 5,,,,1973,PhysicalObject,2014-04-28,en,,,,,,,,,UCMP,V,,,FossilSpecimen,,,,,,,,,,,,Opisthotriton kayi,,,,,,,;Amphibia;;Urodela;;;Batrachosauroididae;Opisthotriton;,Animalia,,Amphibia,Urodela,Batrachosauroididae,Opisthotriton,,kayi,,species,,,,ICZN,,,
begin,UCMP,UCMP Vertebrate Collection,University of California Museum of Paleontology,Patricia Holroyd,http://ipt.vertnet.org:8080/ipt/archive.do?r=ucmp_vertpaleo,pholroyd@berkeley.edu,http://ipt.vertnet.org:8080/ipt/eml.do?r=ucmp_vertpaleo,"UCMP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of the UCMP director or designate. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the UCMP notified. The University of California Museum of Paleontology and its staff are not responsible for damages, injury or loss due to the use of these data.",58d0f326-2e85-4d0a-a744-571461220f00,c762645a-4638-40f5-b129-5024f8d66b51,,2014-04-14,"MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo",United States,University of California Museum of Paleontology,California,Tue Apr 29 00:00:00 UTC 2014,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,urn:catalog:UCMP:V:120903,,,,,,,,,120903,North America,,,United States,US,Natrona,,,,,,,,Late Cretaceous,Mesozoic,Cretaceous,,native,1976,,,,,,,,,,,,,,,,,verified by curator,,,North America;United States;Wyoming;Natrona County;;;;,,,,,,,,"Greenwald,M.T.",4,,,,,Late Cretaceous,Mesozoic,Cretaceous,,,Fales Rocks 1,,urn:location:UCMP:V:V81101,,,,,,,,,,,,,,,present,,,,,,,vertebrae,,"Hutchison, J.H.",,,,,,,Wyoming,,,,,,,,North America; United States; Wyoming; Natrona County; ; ; Fales Rocks 1,,,,1976,PhysicalObject,2014-04-28,en,,,,,,,,,UCMP,V,,,FossilSpecimen,,,,,,,,,,,,Scapherpeton tectum,,,,,,,;Amphibia;;Urodela;;;Scapherpetontidae;Scapherpeton;,Animalia,,Amphibia,Urodela,Scapherpetontidae,Scapherpeton,,tectum,,species,,,,ICZN,,,
begin,UCMP,UCMP Vertebrate Collection,University of California Museum of Paleontology,Patricia Holroyd,http://ipt.vertnet.org:8080/ipt/archive.do?r=ucmp_vertpaleo,pholroyd@berkeley.edu,http://ipt.vertnet.org:8080/ipt/eml.do?r=ucmp_vertpaleo,"UCMP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of the UCMP director or designate. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the UCMP notified. The University of California Museum of Paleontology and its staff are not responsible for damages, injury or loss due to the use of these data.",58d0f326-2e85-4d0a-a744-571461220f00,c762645a-4638-40f5-b129-5024f8d66b51,,2014-04-14,"MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo",United States,University of California Museum of Paleontology,California,Tue Apr 29 00:00:00 UTC 2014,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,urn:catalog:UCMP:V:120904,,,,,,,,,120904,North America,,,United States,US,Natrona,,,,,,,,Late Cretaceous,Mesozoic,Cretaceous,,native,1976,,,,,,,,,,,,,,,,,verified by curator,,,North America;United States;Wyoming;Natrona County;;;;,,,,,,,,"Greenwald,M.T.",64,,,,,Late Cretaceous,Mesozoic,Cretaceous,,,Fales Rocks 1,,urn:location:UCMP:V:V81101,,,,,,,,,,,,,,,present,,,,,,,vertebrae,,"Greenwald, M.T.",,,,,,,Wyoming,,,,,,,,North America; United States; Wyoming; Natrona County; ; ; Fales Rocks 1,,,,1976,PhysicalObject,2014-04-28,en,,,,,,,,,UCMP,V,,,FossilSpecimen,,,,,,,,,,,,Scapherpeton tectum,,,,,,,;Amphibia;;Urodela;;;Scapherpetontidae;Scapherpeton;,Animalia,,Amphibia,Urodela,Scapherpetontidae,Scapherpeton,,tectum,,species,,,,ICZN,,,
begin,UCMP,UCMP Vertebrate Collection,University of California Museum of Paleontology,Patricia Holroyd,http://ipt.vertnet.org:8080/ipt/archive.do?r=ucmp_vertpaleo,pholroyd@berkeley.edu,http://ipt.vertnet.org:8080/ipt/eml.do?r=ucmp_vertpaleo,"UCMP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of the UCMP director or designate. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the UCMP notified. The University of California Museum of Paleontology and its staff are not responsible for damages, injury or loss due to the use of these data.",58d0f326-2e85-4d0a-a744-571461220f00,c762645a-4638-40f5-b129-5024f8d66b51,,2014-04-14,"MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo",United States,University of California Museum of Paleontology,California,Tue Apr 29 00:00:00 UTC 2014,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,urn:catalog:UCMP:V:120908,,,,,,,,,120908,North America,,,United States,US,Natrona,,,,,,,,Late Cretaceous,Mesozoic,Cretaceous,,native,1976,,,,,,,,,,,,,,,,,verified by curator,,,North America;United States;Wyoming;Natrona County;;;;,,,,,,,,"Greenwald,M.T.",3,,,,,Late Cretaceous,Mesozoic,Cretaceous,,,Fales Rocks 1,,urn:location:UCMP:V:V81101,,,,,,,,,,,,,,,present,,,,,,,VERTEBRA FRAGS,,"Greenwald, M.T.",,,,,,,Wyoming,,,,,,,,North America; United States; Wyoming; Natrona County; ; ; Fales Rocks 1,,,,1976,PhysicalObject,2014-04-28,en,,,,,,,,,UCMP,V,,,FossilSpecimen,,,,,,,,,,,,Urodela,,,,,,,;Amphibia;;Urodela;;;;;,Animalia,,Amphibia,Urodela,,,,,,order,,,,ICZN,,,
begin,UCMP,UCMP Vertebrate Collection,University of California Museum of Paleontology,Patricia Holroyd,http://ipt.vertnet.org:8080/ipt/archive.do?r=ucmp_vertpaleo,pholroyd@berkeley.edu,http://ipt.vertnet.org:8080/ipt/eml.do?r=ucmp_vertpaleo,"UCMP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of the UCMP director or designate. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the UCMP notified. The University of California Museum of Paleontology and its staff are not responsible for damages, injury or loss due to the use of these data.",58d0f326-2e85-4d0a-a744-571461220f00,c762645a-4638-40f5-b129-5024f8d66b51,,2014-04-14,"MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo",United States,University of California Museum of Paleontology,California,Tue Apr 29 00:00:00 UTC 2014,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,urn:catalog:UCMP:V:123294,,,,"Bryant, L.J. 1989. UCPGS 134, p33",,,,,123294,North America,,,United States,US,Garfield,,,,,,,,Late Cretaceous,Mesozoic,Cretaceous,,native,1973,,,,,,,,,,,,,,,,,verified by curator,,,North America;United States;Montana;Garfield County;;;;,,,,family in question,,,,,1,,,,,Late Cretaceous,Mesozoic,Cretaceous,,,Flat Creek 5,,urn:location:UCMP:V:V73087,,,,,,,,,,,,,,,present,,,,,,,PHARYNGEAL,,U.C.PARTY,,,,,,,Montana,PUBL,,,,,,,North America; United States; Montana; Garfield County; ; ; Flat Creek 5,,,,1973,PhysicalObject,2014-04-28,en,,,,,,,,,UCMP,V,,,FossilSpecimen,,,,,,,,,,,,Habrosaurus,,,,,,,;Amphibia;;Urodela;;;Sirenidae;Habrosaurus;,Animalia,,Amphibia,Urodela,Sirenidae,Habrosaurus,,,,genus,,,,ICZN,,,
begin,UCMP,UCMP Vertebrate Collection,University of California Museum of Paleontology,Patricia Holroyd,http://ipt.vertnet.org:8080/ipt/archive.do?r=ucmp_vertpaleo,pholroyd@berkeley.edu,http://ipt.vertnet.org:8080/ipt/eml.do?r=ucmp_vertpaleo,"UCMP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of the UCMP director or designate. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the UCMP notified. The University of California Museum of Paleontology and its staff are not responsible for damages, injury or loss due to the use of these data.",58d0f326-2e85-4d0a-a744-571461220f00,c762645a-4638-40f5-b129-5024f8d66b51,,2014-04-14,"MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo",United States,University of California Museum of Paleontology,California,Tue Apr 29 00:00:00 UTC 2014,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,urn:catalog:UCMP:V:123466,,,,,,,,,123466,North America,,,United States,US,Niobrara,1964,,,,,,,Late Cretaceous,Mesozoic,Cretaceous,,native,1956,,,,,,,,,,,,,,,,,verified by curator,,,North America;United States;Wyoming;Niobrara County;;;;,,,,,,,,"Estes,R.",,,,,,Late Cretaceous,Mesozoic,Cretaceous,,,Lull 2,,urn:location:UCMP:V:V5620,,,,,,,,,,,,,,,present,,,,,,,EXOCCIPITALS,,U.C.PARTY,,,,,,,Wyoming,,,,,,,,North America; United States; Wyoming; Niobrara County; ; ; Lull 2,,,,1956,PhysicalObject,2014-04-28,en,,,,,,,,,UCMP,V,,,FossilSpecimen,,,,,,,,,,,,Scapherpeton tectum,,,,,,,;Amphibia;;Urodela;;;Scapherpetontidae;Scapherpeton;,Animalia,,Amphibia,Urodela,Scapherpetontidae,Scapherpeton,,tectum,,species,,,,ICZN,,,
begin,UCMP,UCMP Vertebrate Collection,University of California Museum of Paleontology,Patricia Holroyd,http://ipt.vertnet.org:8080/ipt/archive.do?r=ucmp_vertpaleo,pholroyd@berkeley.edu,http://ipt.vertnet.org:8080/ipt/eml.do?r=ucmp_vertpaleo,"UCMP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of the UCMP director or designate. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the UCMP notified. The University of California Museum of Paleontology and its staff are not responsible for damages, injury or loss due to the use of these data.",58d0f326-2e85-4d0a-a744-571461220f00,c762645a-4638-40f5-b129-5024f8d66b51,,2014-04-14,"MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo",United States,University of California Museum of Paleontology,California,Tue Apr 29 00:00:00 UTC 2014,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,urn:catalog:UCMP:V:123477,,,,"Bryant, L.J. 1989. UCPGS 134, p33",,,,,123477,North America,,,United States,US,Garfield,,,,,,,,Late Cretaceous,Mesozoic,Cretaceous,,native,1975,,,,,,,,,,,,,,,,,verified by curator,,,North America;United States;Montana;Garfield County;;;;,,,,,,,,,3,,,,,Late Cretaceous,Mesozoic,Cretaceous,,,Flat Creek 5,,urn:location:UCMP:V:V73087,,,,,,,,,,,,,,,present,,,,,,,dentaries,,U.C.PARTY,,,,,,,Montana,PUBL,,,,,,,North America; United States; Montana; Garfield County; ; ; Flat Creek 5,,,,1975,PhysicalObject,2014-04-28,en,,,,,,,,,UCMP,V,,,FossilSpecimen,,,,,,,,,,,,Scapherpeton tectum,,,,,,,;Amphibia;;Urodela;;;Scapherpetontidae;Scapherpeton;,Animalia,,Amphibia,Urodela,Scapherpetontidae,Scapherpeton,,tectum,,species,,,,ICZN,,,
begin,UCMP,UCMP Vertebrate Collection,University of California Museum of Paleontology,Patricia Holroyd,http://ipt.vertnet.org:8080/ipt/archive.do?r=ucmp_vertpaleo,pholroyd@berkeley.edu,http://ipt.vertnet.org:8080/ipt/eml.do?r=ucmp_vertpaleo,"UCMP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of the UCMP director or designate. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the UCMP notified. The University of California Museum of Paleontology and its staff are not responsible for damages, injury or loss due to the use of these data.",58d0f326-2e85-4d0a-a744-571461220f00,c762645a-4638-40f5-b129-5024f8d66b51,,2014-04-14,"MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo",United States,University of California Museum of Paleontology,California,Tue Apr 29 00:00:00 UTC 2014,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,urn:catalog:UCMP:V:123479,,,,,,,,,123479,North America,,,United States,US,Garfield,,,,,,,,Late Cretaceous,Mesozoic,Cretaceous,,native,1975,,,,,,,,,,,,,,,,,verified by curator,,,North America;United States;Montana;Garfield County;;;;,,,,,,,,,1,,,,,Late Cretaceous,Mesozoic,Cretaceous,,,Billy Creek 2,,urn:location:UCMP:V:V75173,,,,,,,,,,,,,,,present,,,,,,,VERTEBRA,,U.C.PARTY,,,,,,,Montana,,,,,,,,North America; United States; Montana; Garfield County; ; ; Billy Creek 2,,,,1975,PhysicalObject,2014-04-28,en,,,,,,,,,UCMP,V,,,FossilSpecimen,,,,,,,,,,,,Scapherpeton tectum,,,,,,,;Amphibia;;Urodela;;;Scapherpetontidae;Scapherpeton;,Animalia,,Amphibia,Urodela,Scapherpetontidae,Scapherpeton,,tectum,,species,,,,ICZN,,,
begin,UCMP,UCMP Vertebrate Collection,University of California Museum of Paleontology,Patricia Holroyd,http://ipt.vertnet.org:8080/ipt/archive.do?r=ucmp_vertpaleo,pholroyd@berkeley.edu,http://ipt.vertnet.org:8080/ipt/eml.do?r=ucmp_vertpaleo,"UCMP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of the UCMP director or designate. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the UCMP notified. The University of California Museum of Paleontology and its staff are not responsible for damages, injury or loss due to the use of these data.",58d0f326-2e85-4d0a-a744-571461220f00,c762645a-4638-40f5-b129-5024f8d66b51,,2014-04-14,"MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo",United States,University of California Museum of Paleontology,California,Tue Apr 29 00:00:00 UTC 2014,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,urn:catalog:UCMP:V:123485,,,,,,,,,123485,North America,,,United States,US,Garfield,,,,,,,,Late Cretaceous,Mesozoic,Cretaceous,,native,1975,,,,,,,,,,,,,,,,,verified by curator,,,North America;United States;Montana;Garfield County;;;;,,,,,,,,,1,,,,,Late Cretaceous,Mesozoic,Cretaceous,,,Flat Creek 5,,urn:location:UCMP:V:V73087,,,,,,,,,,,,,,,present,,,,,,,PTERYGOID,,U.C.PARTY,,,,,,,Montana,,,,,,,,North America; United States; Montana; Garfield County; ; ; Flat Creek 5,,,,1975,PhysicalObject,2014-04-28,en,,,,,,,,,UCMP,V,,,FossilSpecimen,,,,,,,,,,,,Opisthotriton kayi,,,,,,,;Amphibia;;Urodela;;;Batrachosauroididae;Opisthotriton;,Animalia,,Amphibia,Urodela,Batrachosauroididae,Opisthotriton,,kayi,,species,,,,ICZN,,,
begin,UCMP,UCMP Vertebrate Collection,University of California Museum of Paleontology,Patricia Holroyd,http://ipt.vertnet.org:8080/ipt/archive.do?r=ucmp_vertpaleo,pholroyd@berkeley.edu,http://ipt.vertnet.org:8080/ipt/eml.do?r=ucmp_vertpaleo,"UCMP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of the UCMP director or designate. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the UCMP notified. The University of California Museum of Paleontology and its staff are not responsible for damages, injury or loss due to the use of these data.",58d0f326-2e85-4d0a-a744-571461220f00,c762645a-4638-40f5-b129-5024f8d66b51,,2014-04-14,"MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo",United States,University of California Museum of Paleontology,California,Tue Apr 29 00:00:00 UTC 2014,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,urn:catalog:UCMP:V:123406,,,,,,,,,123406,North America,,,United States,US,Garfield,,,,,,,,Late Cretaceous,Mesozoic,Cretaceous,,native,1973,,,,,,,,,,,,,,,,,verified by curator,,,North America;United States;Montana;Garfield County;;;;,,,,,,,,,1,,,,,Late Cretaceous,Mesozoic,Cretaceous,,,Ried Coulee 1,,urn:location:UCMP:V:V73090,,,,,,,,,,,,,,,present,,,,,,,VERTEBRA,,U.C.PARTY,,,,,,,Montana,,,,,,,,North America; United States; Montana; Garfield County; ; ; Ried Coulee 1,,,,1973,PhysicalObject,2014-04-28,en,,,,,,,,,UCMP,V,,,FossilSpecimen,,,,,,,,,,,,Scapherpeton tectum,,,,,,,;Amphibia;;Urodela;;;Scapherpetontidae;Scapherpeton;,Animalia,,Amphibia,Urodela,Scapherpetontidae,Scapherpeton,,tectum,,species,,,,ICZN,,,
begin,UCMP,UCMP Vertebrate Collection,University of California Museum of Paleontology,Patricia Holroyd,http://ipt.vertnet.org:8080/ipt/archive.do?r=ucmp_vertpaleo,pholroyd@berkeley.edu,http://ipt.vertnet.org:8080/ipt/eml.do?r=ucmp_vertpaleo,"UCMP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of the UCMP director or designate. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the UCMP notified. The University of California Museum of Paleontology and its staff are not responsible for damages, injury or loss due to the use of these data.",58d0f326-2e85-4d0a-a744-571461220f00,c762645a-4638-40f5-b129-5024f8d66b51,,2014-04-14,"MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo",United States,University of California Museum of Paleontology,California,Tue Apr 29 00:00:00 UTC 2014,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,http://ipt.vertnet.org:8080/ipt/resource.do?r=ucmp_vertpaleo,urn:catalog:UCMP:V:123449,,,,,,,,,123449,North America,,,United States,US,Niobrara,1964,,,,,,,Late Cretaceous,Mesozoic,Cretaceous,,native,1956,,,,,,,,,,,,,,,,,verified by curator,,,North America;United States;Wyoming;Niobrara County;;;;,,,,,,,,"Estes,R.",,,,,,Late Cretaceous,Mesozoic,Cretaceous,,,Lull 2,,urn:location:UCMP:V:V5620,,,,,,,,,,,,,,,present,,,,,,,MANDIBLE FRAGS,,U.C.PARTY,,,,,,,Wyoming,,,,,,,,North America; United States; Wyoming; Niobrara County; ; ; Lull 2,,,,1956,PhysicalObject,2014-04-28,en,,,,,,,,,UCMP,V,,,FossilSpecimen,,,,,,,,,,,,Scapherpeton tectum,,,,,,,;Amphibia;;Urodela;;;Scapherpetontidae;Scapherpeton;,Animalia,,Amphibia,Urodela,Scapherpetontidae,Scapherpeton,,tectum,,species,,,,ICZN,,,
